Framework,Scenario,Threads,RunID,Throughput,AvgLatency,TailLatency99,ErrorRate,AvgCPU,AvgMemoryMiB
express,json,200,41,796.325,0.8052407413221151,3.0,0.0,13.715677966101696,351.8186440677966
express,json,200,42,796.1916666666667,0.8343991710538711,4.0,0.0,13.863177966101695,315.93559322033906
express,json,200,43,796.325,0.8008350861771262,3.0,0.0,13.66173728813559,315.7610169491526
express,json,200,44,796.175,0.8116724756910646,4.0,0.0,13.682457627118646,287.0745762711864
express,json,200,45,796.0333333333333,0.8406787822955487,4.0,0.0,13.685466101694916,319.55932203389835
express,json,200,46,796.2166666666667,0.8226404035752413,4.0,0.0,13.787033898305086,319.13050847457623
express,json,200,47,796.375,0.7976455815413593,4.0,0.0,13.401610169491525,317.59661016949156
express,json,200,48,796.175,0.7995624914957976,4.0,0.0,13.731694915254236,352.14745762711874
express,json,200,49,796.3666666666667,0.7956657318655561,4.0,0.0,13.437999999999999,314.5566666666667
express,json,200,50,796.1583333333333,0.8015156114257005,4.0,0.0,13.637966101694916,322.47966101694914
express,json,500,1,10700.075,46.57518599947508,81.0,0.0,95.435,538.0406779661017
express,json,500,2,10649.775,46.797379130858005,82.0,0.0,95.59224576271187,539.3152542372882
express,json,500,3,10660.0,46.764363664790494,82.0,0.0,95.39406779661016,549.320338983051
express,json,500,4,10645.516666666666,46.82038526390609,82.0,0.0,95.27216101694914,539.3186440677968
express,json,500,5,10662.966666666667,46.74553126240665,82.0,0.0,95.3216525423729,537.8118644067797
express,json,500,6,10595.0,47.05120025169105,82.0,0.0,95.50343220338982,526.8389830508474
express,json,500,7,10630.0,46.878413295703986,82.0,0.0,95.35347457627118,536.8372881355932
express,json,500,8,10595.775,47.03922082150669,81.0,0.0,95.57279661016948,538.7949152542373
express,json,500,9,10666.125,46.73341615003887,82.0,0.0,95.42788135593219,539.9813559322034
express,json,500,10,10712.758333333333,46.526284469219334,81.0,0.0,95.91720338983052,549.335593220339
express,json,500,11,10685.733333333334,46.640725796388956,82.0,0.0,95.30411016949154,538.8
express,json,500,12,10708.775,46.545698893353034,82.0,0.0,95.33063559322034,541.7559322033899
express,json,500,13,10667.325,46.72460215346084,81.0,0.0,95.52377118644068,545.2016949152542
express,json,500,14,10586.583333333334,47.08315635356072,80.0,0.0,95.4377118644068,533.664406779661
express,json,500,15,10735.333333333334,46.42611314661864,82.0,0.0,95.34309322033897,526.6016949152543
express,json,500,16,10641.391666666666,46.838751510414916,82.0,0.0,95.43008474576271,540.3966101694915
express,json,500,17,10717.616666666667,46.50955669559619,81.0,0.0,95.80275423728813,539.1288135593221
express,json,500,18,10729.666666666666,46.45344760632514,83.0,0.0,95.73241525423728,533.5610169491525
express,json,500,19,10672.866666666667,46.70116666562561,82.0,0.0,95.61254237288136,540.6830508474576
express,json,500,20,10622.566666666668,46.92396454717473,84.0,0.0,95.03605932203389,538.7033898305085
express,json,500,21,10559.158333333333,47.20720164722725,83.0,0.0,95.73050847457628,530.2474576271187
express,json,500,22,10741.691666666668,46.40095872546456,82.0,0.0,95.6514406779661,547.042372881356
express,json,500,23,10560.133333333333,47.20413568010505,82.0,0.0,95.54317796610168,542.1728813559322
